11/20/2017 17:00:15,14317.392834582,shawcable.net,
11/20/2017 17:00:17,6788.59352074,rogers.com,
11/20/2017 17:00:18,6704.7060229403,verizon.net,
11/20/2017 17:00:24,4295.3263852858,frontiernet.net,
11/20/2017 17:00:28,3922.9509182127,gatech.edu,
11/20/2017 17:00:30,4853.2749414184,aussiebb.net,
11/20/2017 17:00:32,12569.073131346,frontiernet.net,
11/20/2017 17:00:33,4986.1843285065,rr.com,
11/20/2017 17:00:34,4136.1797683125,verizon.net,
11/20/2017 17:00:38,22655.840113433,cox.net,
11/20/2017 17:00:52,6055.0442194294,verizon.net,
11/20/2017 17:00:53,4174.922006128,aussiebb.net,
11/20/2017 17:01:02,1203.8812856378,sbcglobal.net,
11/20/2017 17:01:06,1407.2615662587,t-ipconnect.de,
11/20/2017 17:01:07,1741.8988699756,sbcglobal.net,
11/20/2017 17:01:08,4436.77253589,comcast.net,or
11/20/2017 17:01:14,1861.4212252132,web-pass.com,
11/20/2017 17:01:22,7538.9373650836,cableone.net,
11/20/2017 17:01:24,9419.3838711068,fuse.net,
11/20/2017 17:01:32,2276.1944187977,uni-bremen.de,
11/20/2017 17:01:34,3857.9513035708,wideopenwest.com,
11/20/2017 17:01:37,6059.3060271226,farmerstel.com,
11/20/2017 17:01:41,1687.0236573384,telus.net,
11/20/2017 17:01:57,2509.743911553,virginm.net,
11/20/2017 17:01:59,10054.366082608,rr.com,
11/20/2017 17:02:07,4389.1149080565,verizon.net,
11/20/2017 17:02:12,1452.7892975394,bcube.co.uk,
11/20/2017 17:02:12,2786.7251703898,comcast.net,wa
11/20/2017 17:02:21,10811.478217223,cox.net,
11/20/2017 17:02:39,6439.2979417628,cox.net,
11/20/2017 17:02:41,6734.1038011601,bresnan.net,
11/20/2017 17:02:49,9691.2698841777,bhn.net,
11/20/2017 17:03:00,2043.1043577845,comcast.net,or
11/20/2017 17:03:06,6140.7635221858,paetec.net,
11/20/2017 17:03:12,6712.8126625711,cox.net,
11/20/2017 17:03:14,28676.158220155,comcast.net,ca
11/20/2017 17:03:16,4663.7850112301,telenet.be,
11/20/2017 17:03:18,26487.495716178,comcast.net,ca
11/20/2017 17:03:19,11489.706792221,optonline.net,
11/20/2017 17:03:20,1739.2249420119,anu.edu.au,
11/20/2017 17:03:23,1978.0030095349,fuse.net,
11/20/2017 17:03:24,2648.8209579517,2talk.co.nz,
11/20/2017 17:03:28,3100.6877847132,wanadoo.fr,
11/20/2017 17:03:30,3583.9390543811,bydeluxe.com,
11/20/2017 17:03:36,1150.1797202302,spirit.net.au,
11/20/2017 17:03:44,481.68788668434,on.net,
11/20/2017 17:03:52,4093.5824823835,monkeybrains.net,
11/20/2017 17:03:55,3482.3245516331,t-ipconnect.de,
11/20/2017 17:03:56,1576.7453496121,verizon.net,
11/20/2017 17:03:58,5582.0168220784,myvzw.com,
11/20/2017 17:04:02,6224.7553753962,comcastbusiness.net,
11/20/2017 17:04:13,3412.4983054572,plus.net,
11/20/2017 17:04:27,1927.9834114057,videotron.ca,
11/20/2017 17:04:27,4379.9072757901,comcast.net,ca
11/20/2017 17:04:45,887.27004574175,verizon.net,
11/20/2017 17:04:45,3420.0383732024,cox.net,
11/20/2017 17:04:48,8867.6434692922,att.net,
11/20/2017 17:05:07,7360.9856494821,charter.com,
11/20/2017 17:05:08,1064.3294530898,virginm.net,
11/20/2017 17:05:11,1473.5376596122,verizon.net,
11/20/2017 17:05:12,1482.0191223675,unitymediagroup.de,
11/20/2017 17:05:31,344.85224028842,comcast.net,wa
11/20/2017 17:05:31,2251.2785648213,bell.ca,
11/20/2017 17:05:34,5042.486999354,mchsi.com,
11/20/2017 17:05:35,4559.988830862,qwest.net,
11/20/2017 17:05:39,4948.5440206875,virginm.net,
11/20/2017 17:05:42,2346.073810666,verizon.net,
11/20/2017 17:05:47,11606.753955346,wideopenwest.com,
11/20/2017 17:05:47,4367.7595023137,d1-online.com,
